depth,latitude,longitude,time,thetao
0.494025,20,107,27/03/1998,23.620686
0.494025,20,107,28/03/1998,23.581865
0.494025,20,107,29/03/1998,23.723228
0.494025,20,107,30/03/1998,24.0748
0.494025,20,107,31/03/1998,24.430037
0.494025,20,107,1/04/1998,24.570665
0.494025,20,107,2/04/1998,24.366314
0.494025,20,107,3/04/1998,24.610218
0.494025,20,107,4/04/1998,24.755241
0.494025,20,107,5/04/1998,24.983032
0.494025,20,107,6/04/1998,24.990356
0.494025,20,107,7/04/1998,25.078981
0.494025,20,107,8/04/1998,25.016724
0.494025,20,107,9/04/1998,25.19544
0.494025,20,107,10/04/1998,25.169073
0.494025,20,107,11/04/1998,25.141972
0.494025,20,107,12/04/1998,25.28553
0.494025,20,107,13/04/1998,25.625385
0.494025,20,107,14/04/1998,25.405651
0.494025,20,107,15/04/1998,25.355846
0.494025,20,107,16/04/1998,25.252571
0.494025,20,107,17/04/1998,25.272346
0.494025,20,107,18/04/1998,25.317026
0.494025,20,107,19/04/1998,25.41664
0.494025,20,107,20/04/1998,25.335337
0.494025,20,107,21/04/1998,25.212288
0.494025,20,107,22/04/1998,25.147099
0.494025,20,107,23/04/1998,25.226204
0.494025,20,107,24/04/1998,25.451063
0.494025,20,107,25/04/1998,25.796778
0.494025,20,107,26/04/1998,26.003326
0.494025,20,107,27/04/1998,26.009186
0.494025,20,107,28/04/1998,26.265541
0.494025,20,107,29/04/1998,26.455976
0.494025,20,107,30/04/1998,26.543139
0.494025,20,107,1/05/1998,26.656666
0.494025,20,107,2/05/1998,26.81634
0.494025,20,107,3/05/1998,27.13715
0.494025,20,107,4/05/1998,27.37666
0.494025,20,107,5/05/1998,27.197943
0.494025,20,107,6/05/1998,27.35542
0.494025,20,107,7/05/1998,27.54439
0.494025,20,107,8/05/1998,27.61031
0.494025,20,107,9/05/1998,27.65572
0.494025,20,107,10/05/1998,27.786827
0.494025,20,107,11/05/1998,28.030731
0.494025,20,107,12/05/1998,28.188208
0.494025,20,107,13/05/1998,28.314188
0.494025,20,107,14/05/1998,28.435774
0.494025,20,107,15/05/1998,28.81518
0.494025,20,107,16/05/1998,29.037842
0.494025,20,107,17/05/1998,28.801996
0.494025,20,107,18/05/1998,29.167484
0.494025,20,107,19/05/1998,29.012207
0.494025,20,107,20/05/1998,29.091312
0.494025,20,107,21/05/1998,29.252449
0.494025,20,107,22/05/1998,29.55202
0.494025,20,107,23/05/1998,29.962921
0.494025,20,107,24/05/1998,29.182867
0.494025,20,107,25/05/1998,28.314188
0.494025,20,107,26/05/1998,28.585924
0.494025,20,107,27/05/1998,28.666494
0.494025,20,107,28/05/1998,29.22242
0.494025,20,107,29/05/1998,29.319834
0.494025,20,107,30/05/1998,29.153568
0.494025,20,107,31/05/1998,29.029785
0.494025,20,107,1/06/1998,28.971924
0.494025,20,107,2/06/1998,29.105228
0.494025,20,107,3/06/1998,29.493423
0.494025,20,107,4/06/1998,29.592304
0.494025,20,107,5/06/1998,29.41798
0.494025,20,107,6/06/1998,29.697042
0.494025,20,107,7/06/1998,29.35426
0.494025,20,107,8/06/1998,29.321299
0.494025,20,107,9/06/1998,29.554949
0.494025,20,107,10/06/1998,29.535172
0.494025,20,107,11/06/1998,29.544693
0.494025,20,107,12/06/1998,29.634052
0.494025,20,107,13/06/1998,29.778343
0.494025,20,107,14/06/1998,29.927763
0.494025,20,107,15/06/1998,29.999542
0.494025,20,107,16/06/1998,30.065462
0.494025,20,107,17/06/1998,30.157017
0.494025,20,107,18/06/1998,30.210487
0.494025,20,107,19/06/1998,30.254433
0.494025,20,107,20/06/1998,30.317423
0.494025,20,107,21/06/1998,30.3643
0.494025,20,107,22/06/1998,30.384075
0.494025,20,107,23/06/1998,30.359905
0.494025,20,107,24/06/1998,30.297647
0.494025,20,107,25/06/1998,30.257362
0.494025,20,107,26/06/1998,30.241982
0.494025,20,107,27/06/1998,30.143833
0.494025,20,107,28/06/1998,29.957794
0.494025,20,107,29/06/1998,29.823755
0.494025,20,107,30/06/1998,29.723412
0.494025,20,107,1/07/1998,29.57033
0.494025,20,107,2/07/1998,29.406994
0.494025,20,107,3/07/1998,29.171146
0.494025,20,107,4/07/1998,28.909664
0.494025,20,107,5/07/1998,28.71044
0.494025,20,107,6/07/1998,28.679678
0.494025,20,107,7/07/1998,28.769768
0.494025,20,107,8/07/1998,28.84814
0.494025,20,107,9/07/1998,28.885494
0.494025,20,107,10/07/1998,28.998291
0.494025,20,107,11/07/1998,29.149906
0.494025,20,107,12/07/1998,29.266365
0.494025,20,107,13/07/1998,29.30079
0.494025,20,107,14/07/1998,29.308115
0.494025,20,107,15/07/1998,29.331554
0.494025,20,107,16/07/1998,29.391613
0.494025,20,107,17/07/1998,29.453138
0.494025,20,107,18/07/1998,29.517593
0.494025,20,107,19/07/1998,29.584248
0.494025,20,107,20/07/1998,29.6487
0.494025,20,107,21/07/1998,29.647968
0.494025,20,107,22/07/1998,29.620869
0.494025,20,107,23/07/1998,29.61501
0.494025,20,107,24/07/1998,29.587177
0.494025,20,107,25/07/1998,29.563738
0.494025,20,107,26/07/1998,29.599628
0.494025,20,107,27/07/1998,29.683126
0.494025,20,107,28/07/1998,29.65456
0.494025,20,107,29/07/1998,29.636982
0.494025,20,107,30/07/1998,29.631123
0.494025,20,107,31/07/1998,29.677267
0.494025,20,107,1/08/1998,29.700705
0.494025,20,107,2/08/1998,29.761497
0.494025,20,107,3/08/1998,29.886745
0.494025,20,107,4/08/1998,29.99295
0.494025,20,107,5/08/1998,30.023712
0.494025,20,107,6/08/1998,30.04422
0.494025,20,107,7/08/1998,29.958527
0.494025,20,107,8/08/1998,29.91824
0.494025,20,107,9/08/1998,29.953398
0.494025,20,107,10/08/1998,30.009796
0.494025,20,107,11/08/1998,29.949003
0.494025,20,107,12/08/1998,29.907986
0.494025,20,107,13/08/1998,29.879421
0.494025,20,107,14/08/1998,29.902859
0.494025,20,107,15/08/1998,29.957062
0.494025,20,107,16/08/1998,30.045685
0.494025,20,107,17/08/1998,30.159946
0.494025,20,107,18/08/1998,30.20829
0.494025,20,107,19/08/1998,30.023712
0.494025,20,107,20/08/1998,29.893337
0.494025,20,107,21/08/1998,30.198767
0.494025,20,107,22/08/1998,30.091099
0.494025,20,107,23/08/1998,29.91824
0.494025,20,107,24/08/1998,29.910915
0.494025,20,107,25/08/1998,29.916775
0.494025,20,107,26/08/1998,29.925566
0.494025,20,107,27/08/1998,29.981964
0.494025,20,107,28/08/1998,30.03836
0.494025,20,107,29/08/1998,30.209755
0.494025,20,107,30/08/1998,30.10062
0.494025,20,107,31/08/1998,30.032501
0.494025,20,107,1/09/1998,30.400188
0.494025,20,107,2/09/1998,30.282265
0.494025,20,107,3/09/1998,30.276405
0.494025,20,107,4/09/1998,30.181189
0.494025,20,107,5/09/1998,30.105747
0.494025,20,107,6/09/1998,30.086704
0.494025,20,107,7/09/1998,30.061068
0.494025,20,107,8/09/1998,30.006134
0.494025,20,107,9/09/1998,30.00174
0.494025,20,107,10/09/1998,30.215614
0.494025,20,107,11/09/1998,30.030304
0.494025,20,107,12/09/1998,29.981232
0.494025,20,107,13/09/1998,29.883816
0.494025,20,107,14/09/1998,29.754906
0.494025,20,107,15/09/1998,29.855251
0.494025,20,107,16/09/1998,29.702902
0.494025,20,107,17/09/1998,29.57033
0.494025,20,107,18/09/1998,29.505142
0.494025,20,107,19/09/1998,29.394543
0.494025,20,107,20/09/1998,29.318369
0.494025,20,107,21/09/1998,29.195318
0.494025,20,107,22/09/1998,29.38136
0.494025,20,107,23/09/1998,29.229744
0.494025,20,107,24/09/1998,29.220955
0.494025,20,107,25/09/1998,29.13013
0.494025,20,107,26/09/1998,29.064943
0.494025,20,107,27/09/1998,28.916258
0.494025,20,107,28/09/1998,28.814447
0.494025,20,107,29/09/1998,28.7434
0.494025,20,107,30/09/1998,28.690664
0.494025,20,107,1/10/1998,28.62035
0.494025,20,107,2/10/1998,28.550768
0.494025,20,107,3/10/1998,28.48265
0.494025,20,107,4/10/1998,28.340557
0.494025,20,107,5/10/1998,28.234352
0.494025,20,107,6/10/1998,28.259987
0.494025,20,107,7/10/1998,28.195532
0.494025,20,107,8/10/1998,28.256325
0.494025,20,107,9/10/1998,28.289284
0.494025,20,107,10/10/1998,28.332499
0.494025,20,107,11/10/1998,28.244606
0.494025,20,107,12/10/1998,28.039522
0.494025,20,107,13/10/1998,28.035858
0.494025,20,107,14/10/1998,28.099583
0.494025,20,107,15/10/1998,28.068819
0.494025,20,107,16/10/1998,28.288551
0.494025,20,107,17/10/1998,28.211647
0.494025,20,107,18/10/1998,28.214577
0.494025,20,107,19/10/1998,28.12009
0.494025,20,107,20/10/1998,27.975067
0.494025,20,107,21/10/1998,27.830774
0.494025,20,107,22/10/1998,27.71798
0.494025,20,107,23/10/1998,27.592
0.494025,20,107,24/10/1998,27.479202
0.494025,20,107,25/10/1998,27.419874
0.494025,20,107,26/10/1998,27.363476
0.494025,20,107,27/10/1998,27.314402
0.494025,20,107,28/10/1998,27.45503
0.494025,20,107,29/10/1998,27.498245
0.494025,20,107,30/10/1998,27.444044
0.494025,20,107,31/10/1998,27.468216
0.494025,20,107,1/11/1998,27.3708
0.494025,20,107,2/11/1998,27.232368
0.494025,20,107,3/11/1998,27.071962
0.494025,20,107,4/11/1998,26.951841
0.494025,20,107,5/11/1998,26.822931
0.494025,20,107,6/11/1998,26.667654
0.494025,20,107,7/11/1998,26.5197
0.494025,20,107,8/11/1998,26.423018
0.494025,20,107,9/11/1998,26.343914
0.494025,20,107,10/11/1998,26.253822
0.494025,20,107,11/11/1998,26.124912
0.494025,20,107,12/11/1998,25.979889
0.494025,20,107,13/11/1998,25.875149
0.494025,20,107,14/11/1998,25.822412
0.494025,20,107,15/11/1998,25.814356
0.494025,20,107,16/11/1998,26.045809
0.494025,20,107,17/11/1998,25.984283
0.494025,20,107,18/11/1998,25.882473
0.494025,20,107,19/11/1998,25.808496
0.494025,20,107,20/11/1998,25.638569
0.494025,20,107,21/11/1998,25.458387
0.494025,20,107,22/11/1998,25.267952
0.494025,20,107,23/11/1998,25.11707
0.494025,20,107,24/11/1998,24.999878
0.494025,20,107,25/11/1998,24.933226
0.494025,20,107,26/11/1998,24.891476
0.494025,20,107,27/11/1998,24.890743
0.494025,20,107,28/11/1998,24.886349
0.494025,20,107,29/11/1998,25.070192
0.494025,20,107,30/11/1998,25.237923
0.494025,20,107,1/12/1998,25.287727
0.494025,20,107,2/12/1998,25.412975
0.494025,20,107,3/12/1998,25.145634
0.494025,20,107,4/12/1998,24.866573
0.494025,20,107,5/12/1998,24.596302
0.494025,20,107,6/12/1998,24.376568
0.494025,20,107,7/12/1998,24.153904
0.494025,20,107,8/12/1998,23.931974
0.494025,20,107,9/12/1998,23.697592
0.494025,20,107,10/12/1998,23.438307
0.494025,20,107,11/12/1998,23.099186
0.494025,20,107,12/12/1998,22.811335
0.494025,20,107,13/12/1998,22.635548
0.494025,20,107,14/12/1998,22.409224
0.494025,20,107,15/12/1998,22.16532
0.494025,20,107,16/12/1998,22.072298
0.494025,20,107,17/12/1998,22.16825
0.494025,20,107,18/12/1998,22.349163
0.494025,20,107,19/12/1998,22.518356
0.494025,20,107,20/12/1998,22.716116
0.494025,20,107,21/12/1998,22.91461
0.494025,20,107,22/12/1998,23.128483
0.494025,20,107,23/12/1998,23.225166
0.494025,20,107,24/12/1998,23.26545
0.494025,20,107,25/12/1998,23.354076
0.494025,20,107,26/12/1998,23.453688
0.494025,20,107,27/12/1998,23.550371
0.494025,20,107,28/12/1998,23.621418
0.494025,20,107,29/12/1998,23.642658
0.494025,20,107,30/12/1998,23.64632
0.494025,20,107,31/12/1998,23.58919
0.494025,20,107,1/01/1999,23.488113
0.494025,20,107,2/01/1999,23.258125
0.494025,20,107,3/01/1999,22.985657
0.494025,20,107,4/01/1999,22.771782
0.494025,20,107,5/01/1999,22.604053
0.494025,20,107,6/01/1999,22.454634
0.494025,20,107,7/01/1999,22.311075
0.494025,20,107,8/01/1999,22.18363
0.494025,20,107,9/01/1999,22.097935
0.494025,20,107,10/01/1999,21.892117
0.494025,20,107,11/01/1999,21.605
0.494025,20,107,12/01/1999,21.280525
0.494025,20,107,13/01/1999,21.07178
0.494025,20,107,14/01/1999,20.927488
0.494025,20,107,15/01/1999,20.671133
0.494025,20,107,16/01/1999,20.455061
0.494025,20,107,17/01/1999,20.340067
0.494025,20,107,18/01/1999,20.372295
0.494025,20,107,19/01/1999,20.497543
0.494025,20,107,20/01/1999,20.579576
0.494025,20,107,21/01/1999,20.626453
0.494025,20,107,22/01/1999,20.791986
0.494025,20,107,23/01/1999,21.016846
0.494025,20,107,24/01/1999,21.052004
0.494025,20,107,25/01/1999,21.059328
0.494025,20,107,26/01/1999,21.235115
0.494025,20,107,27/01/1999,21.314219
0.494025,20,107,28/01/1999,21.429945
0.494025,20,107,29/01/1999,21.403576
0.494025,20,107,30/01/1999,21.486343
0.494025,20,107,31/01/1999,21.544207
0.494025,20,107,1/02/1999,21.780785
0.494025,20,107,2/02/1999,21.347912
0.494025,20,107,3/02/1999,21.12598
0.494025,20,107,4/02/1999,20.762688
0.494025,20,107,5/02/1999,20.58983
0.494025,20,107,6/02/1999,20.623524
0.494025,20,107,7/02/1999,20.719475
0.494025,20,107,8/02/1999,20.848385
0.494025,20,107,9/02/1999,20.980225
0.494025,20,107,10/02/1999,21.17945
0.494025,20,107,11/02/1999,21.171392
0.494025,20,107,12/02/1999,21.202154
0.494025,20,107,13/02/1999,21.205084
0.494025,20,107,14/02/1999,21.235847
0.494025,20,107,15/02/1999,21.297373
0.494025,20,107,16/02/1999,21.33253
0.494025,20,107,17/02/1999,21.537615
0.494025,20,107,18/02/1999,21.60207
0.494025,20,107,19/02/1999,21.517105
0.494025,20,107,20/02/1999,21.322275
0.494025,20,107,21/02/1999,21.03882
0.494025,20,107,22/02/1999,20.962645
0.494025,20,107,23/02/1999,21.221199
0.494025,20,107,24/02/1999,21.426283
0.494025,20,107,25/02/1999,21.479752
0.494025,20,107,26/02/1999,21.663595
0.494025,20,107,27/02/1999,21.62038
0.494025,20,107,28/02/1999,21.427748
0.494025,20,107,1/03/1999,21.364025
0.494025,20,107,2/03/1999,21.657001
0.494025,20,107,3/03/1999,21.750755
0.494025,20,107,4/03/1999,21.928007
0.494025,20,107,5/03/1999,21.780052
0.494025,20,107,6/03/1999,21.787378
0.494025,20,107,7/03/1999,22.05472
0.494025,20,107,8/03/1999,21.952177
0.494025,20,107,9/03/1999,21.873074
0.494025,20,107,10/03/1999,21.90237
0.494025,20,107,11/03/1999,21.805689
0.494025,20,107,12/03/1999,21.824
0.494025,20,107,13/03/1999,21.987335
0.494025,20,107,14/03/1999,22.01883
0.494025,20,107,15/03/1999,21.918486
0.494025,20,107,16/03/1999,22.069368
0.494025,20,107,17/03/1999,22.103794
0.494025,20,107,18/03/1999,22.218788
0.494025,20,107,19/03/1999,22.234169
0.494025,20,107,20/03/1999,22.221718
0.494025,20,107,21/03/1999,22.256874
0.494025,20,107,22/03/1999,22.323526
0.494025,20,107,23/03/1999,22.360882
0.494025,20,107,24/03/1999,22.688284
0.494025,20,107,25/03/1999,22.875057
0.494025,20,107,26/03/1999,23.075747
0.494025,20,107,27/03/1999,23.293283
0.494025,20,107,28/03/1999,23.453688
0.494025,20,107,29/03/1999,23.250801
0.494025,20,107,30/03/1999,23.168036
0.494025,20,107,31/03/1999,23.324045
0.494025,20,107,1/04/1999,23.400951
0.494025,20,107,2/04/1999,23.35847
0.494025,20,107,3/04/1999,23.163641
0.494025,20,107,4/04/1999,23.110905
0.494025,20,107,5/04/1999,23.0589
0.494025,20,107,6/04/1999,23.214178
0.494025,20,107,7/04/1999,23.493973
0.494025,20,107,8/04/1999,24.022064
0.494025,20,107,9/04/1999,24.55089
0.494025,20,107,10/04/1999,24.966187
0.494025,20,107,11/04/1999,24.842403
0.494025,20,107,12/04/1999,25.428358
0.494025,20,107,13/04/1999,25.835596
0.494025,20,107,14/04/1999,25.964508
0.494025,20,107,15/04/1999,26.028229
0.494025,20,107,16/04/1999,26.154942
0.494025,20,107,17/04/1999,26.113926
0.494025,20,107,18/04/1999,26.491135
0.494025,20,107,19/04/1999,26.633228
0.494025,20,107,20/04/1999,26.795832
0.494025,20,107,21/04/1999,26.950377
0.494025,20,107,22/04/1999,27.147404
0.494025,20,107,23/04/1999,26.893246
0.494025,20,107,24/04/1999,26.66619
0.494025,20,107,25/04/1999,26.655201
0.494025,20,107,26/04/1999,26.802423
0.494025,20,107,27/04/1999,26.27726
0.494025,20,107,28/04/1999,25.263557
0.494025,20,107,29/04/1999,24.933958
0.494025,20,107,30/04/1999,25.00061
0.494025,20,107,1/05/1999,25.3661
0.494025,20,107,2/05/1999,25.8876
0.494025,20,107,3/05/1999,25.757957
0.494025,20,107,4/05/1999,26.16593
0.494025,20,107,5/05/1999,25.79458
0.494025,20,107,6/05/1999,25.88174
0.494025,20,107,7/05/1999,25.760155
0.494025,20,107,8/05/1999,26.051668
0.494025,20,107,9/05/1999,25.938139
0.494025,20,107,10/05/1999,26.011383
0.494025,20,107,11/05/1999,26.094883
0.494025,20,107,12/05/1999,26.15128
0.494025,20,107,13/05/1999,26.44792
0.494025,20,107,14/05/1999,26.379803
0.494025,20,107,15/05/1999,26.403973
0.494025,20,107,16/05/1999,26.49553
0.494025,20,107,17/05/1999,26.57683
0.494025,20,107,18/05/1999,26.872738
0.494025,20,107,19/05/1999,26.732841
0.494025,20,107,20/05/1999,26.658863
0.494025,20,107,21/05/1999,26.697683
0.494025,20,107,22/05/1999,26.769463
0.494025,20,107,23/05/1999,26.981873
0.494025,20,107,24/05/1999,27.17304
0.494025,20,107,25/05/1999,27.299753
0.494025,20,107,26/05/1999,27.509232
0.494025,20,107,27/05/1999,27.321726
0.494025,20,107,28/05/1999,27.401562
0.494025,20,107,29/05/1999,27.709188
0.494025,20,107,30/05/1999,27.682089
0.494025,20,107,31/05/1999,27.728966
0.494025,20,107,1/06/1999,28.027802
0.494025,20,107,2/06/1999,28.28489
0.494025,20,107,3/06/1999,28.645985
0.494025,20,107,4/06/1999,29.023926
0.494025,20,107,5/06/1999,29.505875
0.494025,20,107,6/06/1999,29.42311
0.494025,20,107,7/06/1999,29.266365
0.494025,20,107,8/06/1999,28.807856
0.494025,20,107,9/06/1999,28.658436
0.494025,20,107,10/06/1999,28.859127
0.494025,20,107,11/06/1999,29.026123
0.494025,20,107,12/06/1999,29.155033
0.494025,20,107,13/06/1999,29.260506
0.494025,20,107,14/06/1999,29.357922
0.494025,20,107,15/06/1999,29.5674
0.494025,20,107,16/06/1999,29.680197
0.494025,20,107,17/06/1999,29.781273
0.494025,20,107,18/06/1999,29.923368
0.494025,20,107,19/06/1999,29.95633
0.494025,20,107,20/06/1999,29.762962
0.494025,20,107,21/06/1999,29.562273
0.494025,20,107,22/06/1999,29.376232
0.494025,20,107,23/06/1999,29.274422
0.494025,20,107,24/06/1999,29.330822
0.494025,20,107,25/06/1999,29.379894
0.494025,20,107,26/06/1999,29.401867
0.494025,20,107,27/06/1999,29.434828
0.494025,20,107,28/06/1999,29.458267
0.494025,20,107,29/06/1999,29.469254
0.494025,20,107,30/06/1999,29.46193
0.494025,20,107,1/07/1999,29.465591
0.494025,20,107,2/07/1999,29.524185
0.494025,20,107,3/07/1999,29.512466
0.494025,20,107,4/07/1999,29.506607
0.494025,20,107,5/07/1999,29.388683
0.494025,20,107,6/07/1999,29.278816
0.494025,20,107,7/07/1999,29.16602
0.494025,20,107,8/07/1999,29.089115
0.494025,20,107,9/07/1999,29.056887
0.494025,20,107,10/07/1999,29.042236
0.494025,20,107,11/07/1999,29.04663
0.494025,20,107,12/07/1999,29.112553
0.494025,20,107,13/07/1999,29.133793
0.494025,20,107,14/07/1999,29.18067
0.494025,20,107,15/07/1999,29.282478
0.494025,20,107,16/07/1999,29.30665
0.494025,20,107,17/07/1999,29.443617
0.494025,20,107,18/07/1999,29.671406
0.494025,20,107,19/07/1999,29.653828
0.494025,20,107,20/07/1999,29.683126
0.494025,20,107,21/07/1999,29.671406
0.494025,20,107,22/07/1999,29.708763
0.494025,20,107,23/07/1999,30.113071
0.494025,20,107,24/07/1999,30.242714
0.494025,20,107,25/07/1999,29.995148
0.494025,20,107,26/07/1999,29.966583
0.494025,20,107,27/07/1999,29.924833
0.494025,20,107,28/07/1999,29.973907
0.494025,20,107,29/07/1999,30.402386
0.494025,20,107,30/07/1999,30.1724
0.494025,20,107,31/07/1999,30.39433
0.494025,20,107,1/08/1999,30.370892
0.494025,20,107,2/08/1999,30.209755
0.494025,20,107,3/08/1999,30.30131
0.494025,20,107,4/08/1999,30.366497
0.494025,20,107,5/08/1999,30.142368
0.494025,20,107,6/08/1999,30.092564
0.494025,20,107,7/08/1999,30.069124
0.494025,20,107,8/08/1999,30.04129
0.494025,20,107,9/08/1999,30.030304
0.494025,20,107,10/08/1999,30.069857
0.494025,20,107,11/08/1999,30.037628
0.494025,20,107,12/08/1999,29.869167
0.494025,20,107,13/08/1999,29.652363
0.494025,20,107,14/08/1999,29.472183
0.494025,20,107,15/08/1999,29.431166
0.494025,20,107,16/08/1999,29.41505
0.494025,20,107,17/08/1999,29.338879
0.494025,20,107,18/08/1999,29.393078
0.494025,20,107,19/08/1999,29.644306
0.494025,20,107,20/08/1999,29.877224
0.494025,20,107,21/08/1999,29.976105
0.494025,20,107,22/08/1999,30.165073
0.494025,20,107,23/08/1999,30.088902
0.494025,20,107,24/08/1999,30.018585
0.494025,20,107,25/08/1999,29.905056
0.494025,20,107,26/08/1999,29.804712
0.494025,20,107,27/08/1999,29.761497
0.494025,20,107,28/08/1999,29.70803
0.494025,20,107,29/08/1999,29.617939
0.494025,20,107,30/08/1999,29.535904
0.494025,20,107,31/08/1999,29.434828
0.494025,20,107,1/09/1999,29.36671
0.494025,20,107,2/09/1999,29.440687
0.494025,20,107,3/09/1999,29.66994
0.494025,20,107,4/09/1999,29.774681
0.494025,20,107,5/09/1999,29.784203
0.494025,20,107,6/09/1999,29.731468
0.494025,20,107,7/09/1999,29.578386
0.494025,20,107,8/09/1999,29.454605
0.494025,20,107,9/09/1999,29.462662
0.494025,20,107,10/09/1999,29.418713
0.494025,20,107,11/09/1999,29.4297
0.494025,20,107,12/09/1999,29.538834
0.494025,20,107,13/09/1999,29.539566
0.494025,20,107,14/09/1999,29.589375
0.494025,20,107,15/09/1999,29.565935
0.494025,20,107,16/09/1999,29.322031
0.494025,20,107,17/09/1999,29.272224
0.494025,20,107,18/09/1999,29.426039
0.494025,20,107,19/09/1999,29.232674
0.494025,20,107,20/09/1999,29.07593
0.494025,20,107,21/09/1999,28.851803
0.494025,20,107,22/09/1999,28.659168
0.494025,20,107,23/09/1999,28.53392
0.494025,20,107,24/09/1999,28.46727
0.494025,20,107,25/09/1999,28.462143
0.494025,20,107,26/09/1999,28.565416
0.494025,20,107,27/09/1999,28.666494
0.494025,20,107,28/09/1999,28.631336
0.494025,20,107,29/09/1999,28.632801
0.494025,20,107,30/09/1999,28.544909
0.494025,20,107,1/10/1999,28.736809
0.494025,20,107,2/10/1999,28.786613
0.494025,20,107,3/10/1999,28.574938
0.494025,20,107,4/10/1999,28.417463
0.494025,20,107,5/10/1999,28.346416
0.494025,20,107,6/10/1999,28.363262
0.494025,20,107,7/10/1999,28.397686
0.494025,20,107,8/10/1999,28.687002
0.494025,20,107,9/10/1999,28.736076
0.494025,20,107,10/10/1999,28.706778
0.494025,20,107,11/10/1999,28.861324
0.494025,20,107,12/10/1999,28.796137
0.494025,20,107,13/10/1999,28.744133
0.494025,20,107,14/10/1999,28.695791
0.494025,20,107,15/10/1999,28.579332
0.494025,20,107,16/10/1999,28.48558
0.494025,20,107,17/10/1999,28.342022
0.494025,20,107,18/10/1999,28.053438
0.494025,20,107,19/10/1999,27.783897
0.494025,20,107,20/10/1999,27.561968
0.494025,20,107,21/10/1999,27.430128
0.494025,20,107,22/10/1999,27.262398
0.494025,20,107,23/10/1999,27.180365
0.494025,20,107,24/10/1999,27.046328
0.494025,20,107,25/10/1999,26.92401
0.494025,20,107,26/10/1999,26.806818
0.494025,20,107,27/10/1999,26.7387
0.494025,20,107,28/10/1999,26.670584
0.494025,20,107,29/10/1999,26.52922
0.494025,20,107,30/10/1999,26.48381
0.494025,20,107,31/10/1999,26.530685
0.494025,20,107,1/11/1999,26.198156
0.494025,20,107,2/11/1999,25.723534
0.494025,20,107,3/11/1999,25.3661
0.494025,20,107,4/11/1999,25.226204
0.494025,20,107,5/11/1999,25.139042
0.494025,20,107,6/11/1999,25.08484
0.494025,20,107,7/11/1999,25.3119
0.494025,20,107,8/11/1999,25.342663
0.494025,20,107,9/11/1999,25.358776
0.494025,20,107,10/11/1999,25.462784
0.494025,20,107,11/11/1999,25.793848
0.494025,20,107,12/11/1999,25.86929
0.494025,20,107,13/11/1999,25.89053
0.494025,20,107,14/11/1999,26.002594
0.494025,20,107,15/11/1999,26.004059
0.494025,20,107,16/11/1999,25.983551
0.494025,20,107,17/11/1999,25.826807
0.494025,20,107,18/11/1999,25.560198
0.494025,20,107,19/11/1999,25.438612
0.494025,20,107,20/11/1999,25.41151
0.494025,20,107,21/11/1999,25.445936
0.494025,20,107,22/11/1999,25.5038
0.494025,20,107,23/11/1999,25.613667
0.494025,20,107,24/11/1999,25.741844
0.494025,20,107,25/11/1999,25.8063
0.494025,20,107,26/11/1999,25.91177
0.494025,20,107,27/11/1999,25.941801
0.494025,20,107,28/11/1999,25.69863
0.494025,20,107,29/11/1999,25.269417
0.494025,20,107,30/11/1999,24.822626
0.494025,20,107,1/12/1999,24.501816
0.494025,20,107,2/12/1999,24.25718
0.494025,20,107,3/12/1999,24.042574
0.494025,20,107,4/12/1999,23.82284
0.494025,20,107,5/12/1999,23.56795
0.494025,20,107,6/12/1999,23.28376
0.494025,20,107,7/12/1999,23.072817
0.494025,20,107,8/12/1999,22.927794
0.494025,20,107,9/12/1999,22.83111
0.494025,20,107,10/12/1999,22.806208
0.494025,20,107,11/12/1999,22.809137
0.494025,20,107,12/12/1999,22.836237
0.494025,20,107,13/12/1999,22.832575
0.494025,20,107,14/12/1999,22.777641
0.494025,20,107,15/12/1999,22.715384
0.494025,20,107,16/12/1999,22.65752
0.494025,20,107,17/12/1999,22.562304
0.494025,20,107,18/12/1999,22.421675
0.494025,20,107,19/12/1999,22.237099
0.494025,20,107,20/12/1999,21.966093
0.494025,20,107,21/12/1999,21.591082
0.494025,20,107,22/12/1999,21.132572
0.494025,20,107,23/12/1999,20.810297
0.494025,20,107,24/12/1999,20.625721
0.494025,20,107,25/12/1999,20.558336
0.494025,20,107,26/12/1999,20.580309
0.494025,20,107,27/12/1999,20.681387
0.494025,20,107,28/12/1999,20.817621
0.494025,20,107,29/12/1999,20.96997
0.494025,20,107,30/12/1999,21.059328
0.494025,20,107,31/12/1999,21.108402
0.494025,20,107,1/01/2000,21.096684
0.494025,20,107,2/01/2000,21.06885
0.494025,20,107,3/01/2000,21.13184
0.494025,20,107,4/01/2000,21.245369
0.494025,20,107,5/01/2000,21.249031
0.494025,20,107,6/01/2000,21.311289
0.494025,20,107,7/01/2000,21.221199
0.494025,20,107,8/01/2000,21.27906
0.494025,20,107,9/01/2000,21.334726
0.494025,20,107,10/01/2000,21.369884
0.494025,20,107,11/01/2000,21.443861
0.494025,20,107,12/01/2000,21.520767
0.494025,20,107,13/01/2000,21.511978
0.494025,20,107,14/01/2000,21.574236
0.494025,20,107,15/01/2000,21.588884
0.494025,20,107,16/01/2000,21.626972
0.494025,20,107,17/01/2000,21.457045
0.494025,20,107,18/01/2000,21.421156
0.494025,20,107,19/01/2000,21.203619
0.494025,20,107,20/01/2000,20.875484
0.494025,20,107,21/01/2000,20.775871
